Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020] 
Peru,PER,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,4.35060840398225,6.93526513655196,1.37793841857778,3.54267363939758,2.66325399524125,5.23429729610004,0.992878494404792,-2.58934277210561,0.68914427391806,0.547966440325666,1.74396229223181,0.672027575366755,3.412801006704,6.46433076753769,1.54413056474303,-1.20345361479288,-2.24173371769312,-5.12336847802906,1.47566509786922,3.32174739229838,2.98277945111896,-2.61081478592267,-12.5187171077346,1.20167894352035,-0.277751875659433,6.95127343398055,7.28198789275127,-11.4198696950976,-14.1812095827164,-6.95098002526341,0.172594018887324,-2.46518449622796,3.25942240934165,10.2211545728344,5.43211540779369,0.910849821276599,4.54615738181367,-2.12729704471192,-0.140575834267338,1.21314361657035,-0.656177992854637,4.2796705712887,3.13276933636102,4.00069540728281,5.36236905592543,6.62620063933494,7.63365404001507,8.25060456444702,0.287054626197119,7.45536629325547,5.46742070674885,5.26750729775631,4.90258260411305,1.30565751190883,1.96334440822348,2.42290485450216,0.829126308957157,2.19794844938977,0.565474347551628,-12.3921306943849
Peru,PER,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5249.20038403325,5258.2601899355,5128.63437496188,5295.79823307259,5837.08995634037,6154.16741922551,6210.22264216459,6492.54913723842,6354.43333131548,6345.50053364702,6422.4805683104,6380.33766422578,6653.3950975905,6861.83061903476,7136.35156146601,7519.02906932011,8017.25502158318,8629.26453343658,9341.2310269105,9368.04546271701,10066.4675664813,10616.8436986492,11176.0867152669,11724.0035983902,11877.0789320691,12110.2668971421,12403.6871416862,12506.5293750586,12781.4164435302,12853.6920747721,11260.8457538125
Peru,PER,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3361.40681524292,3481.07916372897,3472.63909858012,3670.78536918909,4132.37905551941,4448.21054587404,4570.91704085522,4861.12190848049,4811.26041805526,4873.86444489795,5043.26718093489,5120.06880606732,5423.64423020835,5697.43212566785,6084.89253463637,6610.89170564893,7262.25808387806,8026.61032508827,8857.86386069926,8951.01253484043,9730.42110393424,10476.7963282297,10767.6773277036,11295.9632644083,11510.2788763872,11572.3207931902,12013.3773897006,12506.5293750586,13088.2958384558,13397.2739160483,11879.2358960654
Peru,PER,GDP per person employed (constant 2017 PPP $),SL.GDP.PCAP.EM.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15580.6026044356,14801.0040530625,14902.3725277599,16017.8538267436,16278.0439262035,15860.0101535068,16022.1424728763,15379.2100320668,14999.5445056821,15424.7439453735,14515.2352280727,14635.8355679184,14688.6315328142,14832.8434991433,16005.7638499687,16198.3754675919,16758.7359752546,18011.4190598563,17853.4228220822,18831.2256116118,19867.5690645681,20753.7015120642,21857.0216973599,22180.5398849421,22875.8628283798,23342.9376314054,22797.1978451898,22934.0185069045,22776.9656362465,24473.1274779048
Peru,PER,GDP per unit of energy use (constant 2017 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.9020156714209,12.4024368171604,12.6837433890081,12.5042854455065,13.5566249463088,13.6303501853707,13.604473145019,14.9647722668214,14.1712152139735,13.5007495533485,13.904687656266,14.496618413805,15.1864378458607,16.1390178000585,15.3118399805969,15.3558497823476,17.0056921981667,17.0555531132379,17.7456174320139,17.1128856318447,15.6538713849175,16.352314591647,16.1281815165611,17.1364950753508,15.0301514333244,..,..,..,..,..,..
Peru,PER,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.62164018632917,8.21067479055497,8.58826346133399,8.66735212434599,9.59743869131351,9.85196913056233,10.0133154177464,11.2044715848864,10.7297383228063,10.3696820886908,10.91868697338,11.6331905363179,12.3795197477373,13.4003538699579,13.0558171058407,13.501192643812,15.4042406416668,15.8644202166192,16.8273606427245,16.3510792520755,15.1313019662683,16.1366103085441,15.5388069972411,16.5108460797858,14.5659749793173,..,..,..,..,..,..
Peru,PER,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,115857374579.764,118428549911.38,117788432792.831,123964759972.525,139222796570.106,149541148019.887,153726764495.18,163683377119.305,163042495225.226,165479834839.104,169938476178.581,170988512981.172,180313421017.577,187823516721.464,197136188349.39,209526316709.744,225301341565.557,244493383489.085,266807239125.777,269730975976.69,292206199250.197,310694647686.192,329770443729.172,349070319002.42,357385723339.321,369008781843.158,383596875076.523,393259049121.626,408868117687.445,417879467756.579,371290872024.461
Peru,PER,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,74191065308.3775,78402198178.8235,79755484047.33,85926239478.0031,98563046466.7109,108087815353.565,113147680518.848,122553535406.459,123447656594.691,127102074784.06,133444567184.575,137214203633.683,146985987031.684,155951348486.552,168090446562.508,184220033794.452,204084376097.336,227418351671.242,253001150963.592,257723487424.436,282451550070.25,306596257463.361,317719593696.311,336325852091.006,346348573214.234,352617166513.571,371526141635.466,393259049121.626,418684963974.761,435551564551.279,391680336562.739
Peru,PER,GDP: linked series (current LCU),NY.GDP.MKTP.CN.AD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,90448225.2759022,5466950101.3016,26714226400,44972264400,69284484800,98579000000.0001,120263000000,135606000000,154905000000,162586000000,169859000000,180584000000,182527000000,192691000000,204337000000,227935000000,250749000000,290271000000,319693000000,352719000000.002,363942999999.999,416784000000.001,473049000000,508130999999.999,543556000000.001,570040999999.999,604416000000.002,647668000000.001,687989000000.002,731514000000,762476000000.001,706019999999.999
Peru,PER,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,7.62346002387957,8.56369122795005,8.61309673904797,8.95612220879722,9.80227080485604,10.110356225643,10.0705126852598,9.926964246364,9.73032404641847,9.37666442099749,11.890398457188,12.0945043158978,12.7941854608708,12.5739578067824,11.1873158984435,12.0258923790452,11.8627940382164,13.7040142927011,10.8648325671465,8.38733301596085,13.3615299026619,13.125612039212,13.812932939914,13.4517636110955,11.7997926413118,11.7228852404839,12.4309304721098,12.2047640228984,8.50776008596637,8.58435859445067,7.2737484819063,7.61217251643866,7.85955799014648,7.98563822184906,8.79700544740766,9.87834994969359,10.3594236243234,10.2385332945999,10.9812652995953,11.5489906334077,11.4506268550924,11.7171706103755,11.165025870435,11.518716629881,11.2562792024042,11.444512241325,10.9166950883829,10.455030294689,10.3708617908307,11.466355995307,10.5258359246036,10.3623514688753,10.8712123448481,11.5009309068431,12.4020903759554,12.9655733799238,13.1636888035228,13.2122751962604,13.0787654098213,13.2392363825222,16.0028044531316
Peru,PER,General government final consumption expenditure (annual % growth),NE.CON.GOVT.KD.ZG,..,15.571390868303,5.04681434117377,5.83695652173913,12.5192564444901,6.77254472435196,0.128227047358536,3.45769657645351,6.39544479287011,5.51462033661676,4.96912672743311,6.89075630252101,6.61687631027254,6.01573061324811,6.01054889004811,11.0716238381629,4.80925424563129,14.4185609618636,-12.67547820376,-8.48453511328383,24.2231239406236,-1.85652263799876,9.34445567913717,-8.15673884565,-6.57381381885304,4.40951953300403,7.95200412867709,5.72487151906299,-15.7660712939935,-19.0704124541469,-10.1818583826212,1.96319773524525,2.83075808788024,3.08739801608264,8.67163924158743,8.49837577281778,4.39926598416072,7.59979647532263,2.50193448542689,3.50192920650898,3.09980145062603,-0.80176072944505,0,3.89857369255151,4.09929835265406,9.09923440419063,7.59829432897962,4.30006865131374,4.84382479655336,12.0680307051337,3.90099816663272,7.38407999215762,8.27304470867472,7.5397327262763,6.51325976596955,8.0416620661735,5.17270745333151,3.25511344313267,2.71804764817516,3.60043974836621,8.24760501105379
Peru,PER,General government final consumption expenditure (constant 2010 US$),NE.CON.GOVT.KD,2883936351.77282,3333005353.50044,3501215945.67299,3705580398.15412,4169491510.9558,4451872188.31334,4457580692.57259,4611710307.57232,4906649694.30021,5177232796.18863,5434496054.80547,5808973934.21224,6193346554.33503,6565921598.98871,6960569526.77816,7731217601.77683,8103031512.52928,9271372050.92233,8096181307.41818,7409257961.55516,9204011700.66319,9033137139.83632,9877234636.30401,9071574401.8486,8475225990.23234,8848942735.73787,9552611027.42802,10099485735.4641,8507193614.08414,6884836703.60545,6183832380.56962,6305233237.81632,6483719137.65552,6683897353.67987,7263500819.46899,7880780413.36917,8227476905.38092,8852748405.24404,9074238370.50292,9392011774.26781,9683145491.48952,9605509833.56373,9605509833.56373,9979987712.9705,10389097184.8834,11334425490.2151,12195648499.4605,12720069757.4102,13336207650.4586,14945625284.6163,15528653852.961,16675302075.1689,18054857271.1541,19416145253.5098,20680769230.4089,22343846804.6036,23499628633.6263,24264568204.3657,24924090729.7843,25821467599.3383,27951120254.989
Peru,PER,General government final consumption expenditure (constant LCU),NE.CON.GOVT.KN,7578000000,8758000000,9200000000,9737000000,10956000000,11698000000,11713000000,12118000000,12893000000,13604000000,14280000000,15264000000,16274000000,17253000000,18290000000,20315000000,21292000000,24362000000,21274000000,19469000000,24185000000,23736000000,25954000000,23837000000,22270000000,23252000000,25101000000,26538000000,22354000000,18091000000,16249000000,16568000000,17037000000,17563000000,19086000000,20708000000,21619000000,23262000000,23844000000,24679000000,25444000000,25240000000,25240000000,26224000000,27299000000,29783000000,32046000000,33424000000,35043000000,39272000000,40804000000,43817000000,47442000000,51019000000,54342000000,58712000000,61749000000,63759000000,65492000000,67850000000,73446000000
Peru,PER,General government final consumption expenditure (current LCU),NE.CON.GOVT.CN,5.3526668549,6.6549086571,7.5868911743,8.6431655884,11.4456501007,14,16.5,18.6000003815,21.6000003815,23.2999992371,34.2000007629,38.7999992371,45.5,53.5,60,82.1999969482,106.6999969482,167.8999938965,212.1999969482,300.700012207,700,1200,2100,3800,7200,19400,37900,75800,328386.957345663,7764400,397652200,2033533000,3534621200,5532808300,8672000000,11880000000,14048000000,15860000000,17854000000,19617000000,20678000000,21387000000,21514000000,23537000000,25657000000,28697000000,31688000000,33424000000,36580000000,41731000000,43870000000,49019000000,55240000000,62514000000,70697000000,78366000000,85257000000,90899000000,95673000000,100946000000,112983000000
Peru,PER,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,196068382.96337,248317487.205224,283092954.264925,322506178.671642,427076496.294776,522388059.701493,615671641.791045,615894052.36755,558139544.741602,602067163.749354,883720949.945736,1002583959.61499,1175710594.31525,1382428940.56848,1550387596.89922,2029629554.27654,1891843917.52128,2003579879.43317,1357645533.89763,1338824631.37578,2422983731.39495,2841581813.87639,3010321100.91743,2333292398.37898,2076723391.98154,1940000000,1895000000,2526666666.66667,1313547829.38265,1931442834.11549,1921025099.42822,2614131636.45713,2826792386.43634,2781563672.01247,3948279002.00328,5266424328.39791,5723831642.4235,5953453453.45345,6094763432.78487,5796129413.50273,5925098140.34786,6096462472.5635,6115928021.15018,6765060933.54794,7515671685.51175,8704765371.43204,9676907103.15764,10682007031.0003,12502136094.8768,13853993758.7146,15528653852.961,17798554881.8126,20943281771.3073,23137051704.3562,24902078196.5481,24609345559.6031,25260584871.5594,27878852936.6662,29110022515.6697,30247805111.9168,32327963604.1088
Peru,PER,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),EN.CLC.GHGR.MT.CE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.827,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Peru,PER,Gini index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53.3,55.1,54.8,49.1,51.3,53.6,53.1,49.9,50.4,50.3,50,47.5,47,45.5,44.7,44.4,43.9,43.1,43.4,43.6,43.3,42.4,41.5,..
Peru,PER,GNI (constant 2010 US$),NY.GNP.MKTP.KD,25803998469.7824,27804034282.3875,30808427603.6464,32171751282.7682,34187559482.7908,36259180972.4234,39089743947.7842,40502515593.8007,40350190912.2766,41729060655.7656,43549314992.0797,45764968618.4859,47359930587.1758,50128567567.7414,55050202105.6647,57430039349.0009,57715873715.5848,59045891678.934,56523323051.3598,57862147965.9682,61901685773.5378,65696687584.1679,65544127641.9421,57609539054.2525,59562821732.0996,61236681007.393,66264413860.9975,73276413752.7924,64118990892.3273,57697186283.8452,55144445920.9986,58477523554.1927,57922964836.5469,60731857051.6495,67860275006.4273,72612909894.5755,75584522601.7507,80713015430.3447,81187795084.0847,82391129575.4928,84221106789.6645,85236943423.2726,89439317055.098,92312554475.7375,95131007342.8449,99919029757.031,104895399113.262,114136685821.704,125911508883.954,128151841042.563,136692860429.719,144901026594.809,155824827357.924,167223507268.256,172444970746.254,180271468407.936,185994209507.145,189613150122.248,196319346203.416,202163837921.253,181470203602.823
Peru,PER,GNI (constant LCU),NY.GNP.MKTP.KN,66691730724.4132,71860923786.0873,79625929298.9445,83149507856.1469,88359465445.6812,93713675286.8913,101029407535.609,104680786848.066,104287096054.184,107850854195.95,112555392997.934,118281861134.408,122404120491.078,129559801894.398,142280013675.202,148430822620.039,149169575903.966,152607074165.105,146087368785.296,149547629054.524,159988017509.398,169796390391.98,169402091554.993,148894748628.319,153943105863.814,158269279274.077,171263707483.315,189386573564.354,165718754010.927,149121277297.571,142523591551.787,151138098185.589,149704813312.649,156964536392.5,175388290807.454,187671714500.995,195351996869.491,208606844297.389,209833936170.679,212944014632.603,217673682700.995,220299163527.461,231160409352.804,238586435849.782,245870868915.173,258245753448.022,271107430117.227,294992000000,325424621902.176,331214872945.25,353289566746.96,374503984669.998,402737096675.253,432197557699.689,445692692442.849,465920668939.569,480711380884.499,490064714759.973,507397215525.47,522502598062.348,469018860288.516
Peru,PER,GNI (current LCU),NY.GNP.MKTP.CN,66.4377281388,73.819295272,84.3696041747,92.6665482166,111.9658298587,133.357226448,157.1746023703,179.2835555399,211.3415587446,236.5658594379,276.8644688402,310.1283908936,343.693835847,410.0207140447,518.4550735684,659.9524627933,859.7370099012,1195.6081689827,1872.0217138446,3384.796214647,5000.9571049636,8755.2555696634,14553.5491152387,26539.5606796371,57219.3560809814,156519.644635061,284272.838604296,584575.811981489,3498378.13945689,84088213.0798354,5133518573.85708,26034806000,43635470000,66940566100,94776585100,115232353000,131594996700,150793741500,159847005900,166917924100,176534672700,179549291600,188494552700,197853340400,216418775800,235173505700,266824863000,294992000000,328417000000,341305000000,386171000000,438131000000,476130000000,515550000000,544232000000,583720000000,620811000000,656336000000,694968000000,729701000000,682818296800
Peru,PER,GNI (current US$),NY.GNP.MKTP.CD,2433616415.34066,2754451316.1194,3148119558.75746,3457707023.00746,4177829472.33955,4976015912.23881,5864723969.04105,5936541574.16887,5461022189.78295,6112812905.37209,7154120641.86563,8013653511.46253,8880977670.46512,10594850492.1111,13396771926.832,16295122538.1062,15243564005.3404,14267400584.5191,11977106294.5912,15070330430.3072,17310339581.044,20732312502.1629,20862312378.4958,16295935576.346,16503996562.1521,15651964463.5061,14213641930.2148,19485860399.383,13993512557.8276,20917466460.5926,24799606361.4395,33468062732.9991,34897208893.1542,33653695691.5188,43150876479.694,51082699264.1192,53618138247.158,56604257319.8198,54566466136.4102,49318340700.2511,50584450184.819,51181349334.3975,53584601500.9808,56867481145.0908,63395270900.4628,71336034731.7014,81483192756.3672,94276765739.853,112244779384.121,113307549299.515,136692860429.719,159083185069.533,180516378525.933,190810170620.674,191698485382.177,183306117321.944,183938549968.89,201299187241.221,211454999087.203,218650106373.416,195375632149.704
Peru,PER,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,..,7.75087556661927,10.8056021322127,4.42516475251875,6.26577080714397,6.05957699517951,7.80647245593768,3.61417472548229,-0.37608696470059,3.41725704963009,4.36207838784082,5.08768881165898,3.48511539904268,5.8459481385204,9.81802348784949,4.32303089236311,0.497708812015432,2.30442316424653,-4.27221700925594,2.36862385707919,6.98131325844562,6.13069218262289,-0.232218621418809,-12.105720028856,3.39055425527283,2.81024173572916,8.21032879459534,10.5818485114861,-12.4970947559728,-10.0154486511897,-4.42437582707797,6.04426715605983,-0.948327979607313,4.84935849369776,11.7375267295307,7.0035597228246,4.09240273043687,6.78510977123668,0.588231837465855,1.48216180789467,2.22108523526792,1.20615445739161,4.9302256311059,3.21249928470435,3.053163118618,5.03308284850851,4.98040199983154,8.81000195105146,10.3164227850843,1.77929101038173,6.66476526413695,6.00482434802045,7.53880149770185,7.3150601888041,3.12244585901536,4.53854793666235,3.17451294414433,1.94572757113927,3.53677794859931,2.977032997951,-10.2360711644633
Peru,PER,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,2541.01137554478,2661.53450641993,2866.04341106587,2908.23479962957,3003.29142446739,3096.05809555708,3245.09780292275,3269.79472081246,3168.32628693127,3187.16501024801,3235.51245803926,3307.5861050562,3330.05792222193,3429.74085372824,3665.84418692239,3723.2407633968,3644.00832926214,3631.73321620773,3387.98747641359,3381.10320764376,3527.64158299932,3652.77919255208,3557.07335673137,3052.80990344822,3083.00231960087,3097.00503317869,3275.48951050598,3541.41435646904,3031.13461486008,2669.41200552087,2498.45335919053,2596.41813009719,2522.0278555103,2594.47653782113,2845.12694352502,2988.28790741212,3053.44820857992,3201.50541807456,3164.22065588272,3159.37562541925,3182.9661767109,3180.56734353186,3300.22640726352,3372.49096321783,3443.75286181212,3585.67888329819,3732.65937716165,4028.39390117563,4408.30802524607,4450.85058796272,4709.05220223315,4951.4581682936,5280.98201661121,5616.42996904263,5730.90192259018,5916.21582948598,6014.16261389415,6030.128072572,6137.03835344188,6218.42402366516,5503.79264791008
Peru,PER,GNI per capita (constant LCU),NY.GNP.PCAP.KN,6567.37158870761,6878.86967687411,7407.4332177286,7516.47898163508,7762.15760522823,8001.91772828661,8387.11834138215,8450.94876671535,8188.6985004492,8237.38812752784,8362.34453585667,8548.62249835187,8606.70203905018,8864.33758470503,9474.55851379708,9622.90284993619,9418.12264239835,9386.3969958713,8756.42388288225,8738.63114430455,9117.36693912528,9440.79137931672,9193.43483731473,7890.14060251213,7968.17441926071,8004.36513615433,8465.6672368477,9152.96336425477,7834.11972994901,6899.22946915348,6457.37825685298,6710.57313009857,6518.30772723577,6705.55498729394,7353.37355629379,7723.38026145565,7891.79033420052,8274.4516321768,8178.08729069175,8165.56506599082,8226.53603125519,8220.33612635996,8529.6009895738,8716.37236581101,8900.55232371662,9267.3672581858,9647.24573050714,10411.5864688059,11393.4936135679,11503.4470047196,12170.7820517162,12797.2924521654,13648.9633970775,14515.9454867645,14811.8040030495,15290.757107649,15543.9054938854,15585.1690241202,15861.4840173874,16071.8293717988,14224.8286701483
Peru,PER,GNI per capita (current LCU),NY.GNP.PCAP.CN,6.54235905197936E-06,7.06633431719242E-06,7.8487273433752E-06,8.37679235787872E-06,9.8359175599322E-06,1.13869566127096E-05,1.30481017606161E-05,1.44736793465386E-05,1.65946926384385E-05,1.80683297915442E-05,2.05697480725887E-05,2.24140076453317E-05,2.41664285967315E-05,2.80531613422541E-05,3.45244058136812E-05,4.27853078150271E-05,5.42812336254894E-05,7.3538222175971E-05,0.000112208302337724,0.00019778638956325,0.000284993599411909,0.000486797988549567,0.000789819678225,0.00140636837242635,0.0029617033309331,0.0079158785102609,0.0140517760094183,0.028252272006378,0.165380879000179,3.89041649992833,232.586555383925,1155.95254729484,1899.93504543206,2859.71377471977,3973.62692470318,4742.23450778232,5316.14797713081,5981.2779618005,6229.89203396826,6400.64559818807,6671.7704580176,6699.77817695089,6955.27113721859,7228.2541235151,7834.38333439641,8439.40013579204,9494.85235154511,10411.5864688059,11498.2602429263,11853.8879158208,13303.5433765289,14971.511035591,16136.2859192749,17315.4511458425,18086.5826451065,19156.7391916553,20074.0566944952,20872.9728718074,21725.0380713655,22445.1132069424,20709.1315663673
Peru,PER,GNI per capita growth (annual %),NY.GNP.PCAP.KD.ZG,..,4.74311654151131,7.68387199762553,1.47211268331793,3.26853336772986,3.08883348228971,4.81385370576686,0.761053114253258,-3.10320501881448,0.594595430225837,1.51694209856694,2.22758057499861,0.679402333060224,2.99342935872431,6.88399920762215,1.56571238568095,-2.12805024358319,-0.336857436791391,-6.71155410607656,-0.203196405469583,4.33404029265583,3.54734478003209,-2.62008270348926,-14.1763579974781,0.989004134143514,0.45419082200489,5.7631316518751,8.11862914260959,-14.4089250860138,-11.9335712629147,-6.404355939689,3.92101659798054,-2.86511150590762,2.8726360873664,9.66092396867036,5.03179530224152,2.18052286749804,4.84885281756588,-1.16460093996226,-0.153119235046304,0.746683968245023,-0.0753647084468554,3.76219242692677,2.18968479845086,2.11303453060403,4.12126035697527,4.09909806893431,7.9228907363858,9.43090803408211,0.965054222005705,5.8011746107302,5.14765935160982,6.65508698887332,6.35199952160934,2.03816221654158,3.23359061800248,1.65556476016337,0.265464366410129,1.772935492965,1.32613918206388,-11.4921622108019
Peru,PER,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4943.4056465089,5137.23740241403,4990.04982251167,5133.39579449071,5629.32925920738,5912.58558441988,6041.51086514855,6334.45483495685,6260.68371440746,6251.09740339529,6297.77334554582,6293.02704702531,6529.78283401295,6672.76449610118,6813.76231404969,7094.57519911714,7385.38879410324,7970.52507871732,8722.2179687246,8806.39210148432,9317.26628419698,9796.88741338983,10448.8787929529,11112.5915238948,11339.0841656134,11705.7437273601,11899.5398954253,11931.1289336144,12142.6601531899,12303.6887272262,10889.7288607812
Peru,PER,"GNI, PPP (constant 2017 international $)",NY.GNP.MKTP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,109108046518.743,115702828339.094,114605586044.757,120163221765.871,134267412039.705,143670910430.197,149550502691.486,159697668462.539,160637060992.127,163017962159.476,166638730047.835,168648650518.048,176963409512.403,182648357777.177,188224910073.592,197698425739.126,207544602088.273,225829285581.552,249126789454.68,253559480023.9,270458624172.459,286699189488.088,308312872279.115,330866144456.163,341197260682.618,356682661917.277,368005599189.36,375165985596.124,388434773445.333,399998604826.316,359054462979.434
Peru,PER,GNI: linked series (current LCU),NY.GNP.MKTP.CN.AD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5133518573.85708,26034806000,43635470000,66940566100,94776585100.0001,115232353000,131594996700,150793741500,159847005900,166917924100,176534672700,179549291600,188494552700,197853340400,216418775800,235173505700,266824863000,294992000000,328417000000.002,341304999999.999,386171000000.001,438131000000,476129999999.999,515550000000.001,544231999999.999,583720000000.002,620811000000.001,656336000000.002,694968000000,729701000000.001,682818296799.999
Peru,PER,Goods and services expense (% of expense),GC.XPN.GSRV.ZS,..,..,..,..,..,..,..,..,..,..,..,..,26.6666666666667,25,26.984126984127,23.6559139784946,27.34375,24.6913580246914,..,..,..,..,..,..,..,..,..,..,..,..,12.9443175301539,15.3391572456321,13.5580038885288,15.3200716507966,18.5983827493261,20.2444864644008,23.4793929249547,21.2976049950298,23.650451000487,22.0705286842862,22.7963169491882,23.5367955748014,21.1812195229747,20.9016771875456,21.1189076346672,20.4792243850075,20.5887135928198,19.0779620002171,17.9382384933603,20.3627860498648,21.2758731371511,19.9177695849088,20.3659629121622,20.2885656915238,20.5656200410564,23.1567218143063,22.3246247469297,20.5289918123178,19.7538077511491,20.1548819498265,..
Peru,PER,Goods and services expense (current LCU),GC.XPN.GSRV.CN,..,..,..,..,..,..,..,..,..,..,..,..,12,14,17,22,35,40,..,..,..,..,..,..,..,..,..,..,..,..,137690000,597000000,1046000000,1625000000,2829000000,4261100000,5428600000,5484900000,6507800000,6679800000,7583400000,7837800000,7188800000,7589900000,8367900000,9253600000,10206143013.8776,11065824722.6915,11277291872.9025,13697985848.3885,15803859222.5936,16609135931.1518,18542361574.4766,20907216031.7893,24046045746.9816,28786991269.3458,27743862727.8563,28272444358.2456,28497373208.5331,31471539662.3449,..
Peru,PER,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1725600000,1940600000,3490900000,3916000000,3249000000,3293000000,3015000000,3146900000,3049000000,2576060000,2714780000,2731470000,3532600000,3321000000,3408000000,3662000000,3383977473.47465,4422655563.24836,5490435105.31579,5876889778.33607,6823338176.66822,5755474271.19385,6086305604.78887,6953859189.68713,7025289679.21642,7710436854.81572,9088992652.12914,12806738901.6737,17365592657.6249,23829967431.2863,28093427370.4379,31018398880.3369,26961518360.8815,35803080814.2617,46375961553.8794,47410606681.3607,42860636594.1494,39532682886.3671,34414354525.3062,37081738042.3319,45421593444.4736,49066475807.7562,47688239130.4686,..
Peru,PER,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2164000000,1600500000,1951300000,3090000000,3802000000,3721000000,2722000000,2140000000,1830000000,2649290000,3215080000,2854070000,2233190000,2889000000,3562000000,3900000000,3971524864.05,5307377196.56,7422812071.37,7682342840.75,8271791462.55,7877174408.3,6440563648.26,7046877429.09,6893554114.5802,7116971795.59938,8010809633.92855,9582510665.99416,11782184510.235,14468113512.1268,19257946575.5294,28078161331.8918,20808084070.5947,28391271227.7931,36448776804.7931,40279232746.7931,41703453761.7931,40711494254.7931,36962022697.7931,34908473497.7931,38331170100.7931,41553479609.7931,40660056428.7931,..
